Article Name,Article number (MGB),Var,Locations,MMS Stock,MMS Stock (1 piece),WMS Stock,WMS Stock (1 piece),Pick qty,Pick qty (1 piece),Difference,Difference (1 piece)
"LAIT ENT UHT BT1L MC ENGAGE,864443,1,""MEAT_SPECIAL_HANDLING-20-11-B1-3,MEAT_SPECIAL_HANDLING-20-8-B1-2,MEAT_SPECIAL_HANDLING-20-16-A1-2"",167,1002,287,1722,0,0,-120,-720"
"VOLVIC 6X50CL 100% RPET,862826,1,""MEAT_SPECIAL_HANDLING-4-19-C1-1,MEAT_SPECIAL_HANDLING-4-27-C1-2,MEAT_SPECIAL_HANDLING-4-18-B1-1,MEAT_SPECIAL_HANDLING-3-16-C1-3,IN-1,MEAT_SPECIAL_HANDLING-1-1-C1-2,MEAT_SPECIAL_HANDLING-12-27-C1-1,MEAT_SPECIAL_HANDLING-3-21-C1-3,MEAT_SPECIAL_HANDLING-3-23-A1-3,MEAT_SPECIAL_HANDLING-3-29-B1-2"",927,3708,1063,4252,0,0,-136,-544"
"BOUCHEES CAMEMBERT 1KG LBWSTON,897181,1,""DEEP_FROZEN-43-3-A2-6,DEEP_FROZEN-43-11-A2-3,DEEP_FROZEN-43-3-B1-2,DEEP_FROZEN-40-13-B1-1"",41,41,509,509,0,0,-468,-468"
02 CONSIGNE PALETTE EUROPE,893404,1,null,-202,-202,0,0,0,0,-202,-202
"JUS CITRON 5L JAUNE SIRACUSE,256808,1,""IN-8,MEAT_SPECIAL_HANDLING-7-24-B1-3,MEAT_SPECIAL_HANDLING-7-25-C1-1"",320,320,480,480,0,0,-160,-160"
"BASE TOMATEE PRECUITE 29CMX4,120312,1,""IN-1,DEEP_FROZEN-42-12-A1-8,DEEP_FROZEN-41-3-A3-2"",80,80,200,200,0,0,-120,-120"
"EVIAN 1L  VC,397583,1,""MEAT_SPECIAL_HANDLING-1-5-A1-2,MEAT_SPECIAL_HANDLING-1-25-B1-1,MEAT_SPECIAL_HANDLING-1-2-B1-1,MEAT_SPECIAL_HANDLING-1-27-B1-1"",178,2136,188,2256,0,0,-10,-120"
"SAUMON FUME NORV 0.9/1.2KG MC,829653,1,""MEAT_SPECIAL_HANDLING-22-9-B1-2,MEAT_SPECIAL_HANDLING-20-18-B1-3,MEAT_SPECIAL_HANDLING-21-16-A1-4"",158.73,158.73,276.32,276.32,0,0,-117.59,-117.59"
"BREIZH COLA ZERO 33CL VP,830841,1,""MEAT_SPECIAL_HANDLING-5-25-A4-5,MEAT_SPECIAL_HANDLING-5-25-A1-5,MEAT_SPECIAL_HANDLING-2-28-B1-1"",114,114,114,216,0,0,0,-102"
"POITRINE FUMEE TRANCHE 800G MC,148647,1,""MEAT_SPECIAL_HANDLING-24-5-B1-4,MEAT_SPECIAL_HANDLING-24-1-B1-2,MEAT_SPECIAL_HANDLING-21-15-A1-2,MEAT_SPECIAL_HANDLING-24-4-B1-4,MEAT_SPECIAL_HANDLING-22-13-B1-1,MEAT_SPECIAL_HANDLING-22-7-A1-3,MEAT_SPECIAL_HANDLING-24-2-B1-2"",1439,1439,1519,1519,0,0,-80,-80"
"COCA COLA PET 50CL,396924,1,""MEAT_SPECIAL_HANDLING-12-27-B1-1,MEAT_SPECIAL_HANDLING-3-18-A1-1,IN-8,MEAT_SPECIAL_HANDLING-3-25-B1-2,MEAT_SPECIAL_HANDLING-4-28-B1-2,MEAT_SPECIAL_HANDLING-3-15-A1-2,MEAT_SPECIAL_HANDLING-3-20-B1-1"",475,11400,478,11472,0,0,-3,-72"
"VOLVIC JUICY FRAISE 50CL,397663,1,""MEAT_SPECIAL_HANDLING-4-19-A1-2,IN-1,MEAT_SPECIAL_HANDLING-1-27-C1-1,MEAT_SPECIAL_HANDLING-3-14-C1-1"",528,6336,534,6408,0,0,-6,-72"
"BARD CHIARET75CFILARI RSE MILX,809010,1,""MEAT_SPECIAL_HANDLING-9-9-C1-3,MEAT_SPECIAL_HANDLING-8-33-A3-2,MEAT_SPECIAL_HANDLING-9-17-B1-1"",22,132,34,204,0,0,-12,-72"
"CREME UHT 18% 1L PRESIDENT C,840887,1,""MEAT_SPECIAL_HANDLING-23-3-B1-3,MEAT_SPECIAL_HANDLING-26-19-B1-1,MEAT_SPECIAL_HANDLING-20-16-B1-2,MEAT_SPECIAL_HANDLING-22-13-B1-3,MEAT_SPECIAL_HANDLING-23-3-A1-4,MEAT_SPECIAL_HANDLING-23-10-B1-3"",698,4188,708,4248,0,0,-10,-60"
FRAIS MINIMUM DE COMMANDE,835296,1,null,-56,-56,0,0,0,0,-56,-56
"SCHWEPPE AGRUME 50CL PET,396878,1,""MEAT_SPECIAL_HANDLING-4-16-C1-3,MEAT_SPECIAL_HANDLING-4-30-C1-1,IN-8,MEAT_SPECIAL_HANDLING-3-7-B1-2,MEAT_SPECIAL_HANDLING-3-21-C1-1,MEAT_SPECIAL_HANDLING-3-13-C1-2"",554,6648,558,6696,0,0,-4,-48"
"BAT COOKIE AND CREAM 80ML,897278,1,""DEEP_FROZEN-42-6-A3-9,DEEP_FROZEN-43-10-A3-2,DEEP_FROZEN-42-7-B1-3"",24,576,26,624,0,0,-2,-48"
SAUMON 7/8 X20 EL/EC.SALMO SALAR,15362,1,FISH-55-4-A1-2,-23.36,-23.36,21.54,21.54,0,0,-44.9,-44.9
"1/2 POITRINE PORC N1 4F SOS SV,852707,1,""MEAT_SPECIAL_HANDLING-24-17-A1-1,MEAT_SPECIAL_HANDLING-26-12-A3-2"",2.77,2.77,45.1,45.1,0,0,-42.33,-42.33"
"NUTELLA POCHE 1KG,842204,1,""MEAT_SPECIAL_HANDLING-11-33-A1-1,MEAT_SPECIAL_HANDLING-11-33-B1-3"",45,270,52,312,0,0,-7,-42"
OEUF POCHE SS VIDE X16,829839,1,MEAT_SPECIAL_HANDLING-23-9-A1-3,152,152,194,194,0,0,-42,-42
"JAGERMEISTER 35D 70CL,388249,1,""MEAT_SPECIAL_HANDLING-9-29-A4-5,MEAT_SPECIAL_HANDLING-8-22-A2-2,MEAT_SPECIAL_HANDLING-8-22-C1-3"",65,65,72,107,0,0,-7,-42"
"LESIEUR MAYO HAUTE FERMETE 5L,834802,1,""MEAT_SPECIAL_HANDLING-6-20-B1-3,INSPECTION-3,MEAT_SPECIAL_HANDLING-7-35-A4-2,MEAT_SPECIAL_HANDLING-7-34-C1-1,MEAT_SPECIAL_HANDLING-8-32-C1-3"",261,261,301,301,0,0,-40,-40"
BEURRE DS PLQ 500G METRO CHEF,886563,1,MEAT_SPECIAL_HANDLING-23-9-A1-2,353,353,393,393,0,0,-40,-40
"LEVURE 500G*5 HIRONDELLE 2,5KG,840730,1,""MEAT_SPECIAL_HANDLING-23-7-A1-3,MEAT_SPECIAL_HANDLING-25-17-A2-3"",23,23,63,63,0,0,-40,-40"
"FILET PLT JAPAN STYLE 960G HAL,884548,1,""DEEP_FROZEN-42-10-B1-4,DEEP_FROZEN-42-13-B1-3,DEEP_FROZEN-43-1-B1-1,DEEP_FROZEN-40-1-B1-1,DEEP_FROZEN-41-14-A1-1"",1262,1262,1302,1302,0,0,-40,-40"
EMINCE FLT POULET ROTI HAL 1KG,125597,1,DEEP_FROZEN-40-12-A1-3,90,90,129,129,0,0,-39,-39
"OIGNONS EN DES 2,5KG METROCHEF,854332,1,""DEEP_FROZEN-40-1-A1-4,DEEP_FROZEN-43-15-B1-3"",47,47,83,83,0,0,-36,-36"
"PICON BIERE 18D 1L,388046,1,""MEAT_SPECIAL_HANDLING-9-15-A2-2,MEAT_SPECIAL_HANDLING-8-17-A4-1"",3,3,9,39,0,0,-6,-36"
"NEM POULET 33G X50 1.65KG,888663,1,""IN-1,DEEP_FROZEN-40-10-A1-1,DEEP_FROZEN-42-15-B1-2"",150,150,186,186,0,0,-36,-36"
"CHEVRE STE MAURE 200G SOIGN,829712,1,""MEAT_SPECIAL_HANDLING-26-18-A2-8,INSPECTION-3,MEAT_SPECIAL_HANDLING-25-18-A2-9"",32,192,38,228,0,0,-6,-36"
"RHUM OLDNICK BLC 40D 70CL,388285,1,""MEAT_SPECIAL_HANDLING-8-3-A3-5,MEAT_SPECIAL_HANDLING-9-25-A4-3"",19,19,25,55,0,0,-6,-36"
AVOCAT HASS 203/243g MAROC C1 A/CMAROC,762293,1,MEAT_SPECIAL_HANDLING-32-10-A1-4,5,90,5,90,2,36,-2,-36
"ENTRECOTE 4KG+ UE,688758,1,""MEAT_SPECIAL_HANDLING-26-9-A4-6,MEAT_SPECIAL_HANDLING-25-5-A1-6,IN-1"",106.63,106.63,140.42,140.42,0,0,-33.78999999999999,-33.78999999999999"
PINOT GRIG MIL FILARI75C IGT,808920,1,MEAT_SPECIAL_HANDLING-8-21-A3-2,1,6,6,36,0,0,-5,-30
"HAVANA CLUB 3ANS 37.5D 70CL,874745,1,""MEAT_SPECIAL_HANDLING-9-29-B1-2,MEAT_SPECIAL_HANDLING-9-33-A2-2,MEAT_SPECIAL_HANDLING-8-23-A3-2"",83,83,88,113,0,0,-5,-30"
"HEINZ DOS MAYONNAISE 10MLX200,163051,1,""MEAT_SPECIAL_HANDLING-11-3-A3-2,MEAT_SPECIAL_HANDLING-11-6-A4-1,MEAT_SPECIAL_HANDLING-11-25-B1-2"",8,8,32,32,0,0,-24,-24"
"CAPRE SURFINE 105ML VITALYS,839590,1,""MEAT_SPECIAL_HANDLING-6-13-A3-4,MEAT_SPECIAL_HANDLING-10-1-A1-5"",8,48,12,72,0,0,-4,-24"
AMARRETTO SAN PIETRO 18D 70CL,655656,1,MEAT_SPECIAL_HANDLING-9-13-A3-5,15,15,39,39,0,0,-24,-24
"LIPTON PASTEQ MENT SLEEK 33CL,859425,1,""MEAT_SPECIAL_HANDLING-5-27-B1-2,MEAT_SPECIAL_HANDLING-1-18-C1-2,MEAT_SPECIAL_HANDLING-1-12-C1-3,MEAT_SPECIAL_HANDLING-1-20-A1-2"",193,4632,194,4656,0,0,-1,-24"
"JAGERMEISTER 35D 1L,388195,1,""MEAT_SPECIAL_HANDLING-8-11-A2-4,MEAT_SPECIAL_HANDLING-8-35-A3-4"",9,9,13,33,0,0,-4,-24"
COLONA SCE CAESAR SQ GM 920G,385326,1,MEAT_SPECIAL_HANDLING-6-5-A3-4,11,11,35,35,0,0,-24,-24
LIQUEUR MANDARINE IMP 38D 70CL,213758,1,MEAT_SPECIAL_HANDLING-8-29-A3-3,10,10,34,34,0,0,-24,-24
"SIROP RIOBA PECHE 1L VP,893107,1,""MEAT_SPECIAL_HANDLING-4-3-B1-3,INSPECTION-3,MEAT_SPECIAL_HANDLING-2-31-A1-3"",555,555,578,578,0,0,-23,-23"
"MC SAUCE PIZZA 5/1,152851,1,""MEAT_SPECIAL_HANDLING-6-32-B1-2,MEAT_SPECIAL_HANDLING-7-2-A1-3"",287,287,309,309,0,0,-22,-22"
"POUILLY FUME MIL BLANCH 75CL,810235,1,""MEAT_SPECIAL_HANDLING-9-29-A1-3,MEAT_SPECIAL_HANDLING-9-27-A3-3,MEAT_SPECIAL_HANDLING-9-27-A3-2"",20,120,40,140,0,0,-20,-20"
CIBOULETTE BOTTE  MC 20gr,31277,1,MEAT_SPECIAL_HANDLING-33-8-A3-1,44,220,48,240,0,0,-4,-20
"PORTO ROUGE TAWNY 19D 75CL,318767,1,""MEAT_SPECIAL_HANDLING-9-13-A4-2,MEAT_SPECIAL_HANDLING-8-23-B1-2,MEAT_SPECIAL_HANDLING-8-5-A3-4,MEAT_SPECIAL_HANDLING-9-29-C1-2"",105,105,113,124,0,0,-8,-19"
MAGRET CND CART*8  VIVIES UE,636895,1,DEEP_FROZEN-42-4-A2-3,10.67,10.67,29.16,29.16,0,0,-18.490000000000002,-18.490000000000002
SUCRE PDR ETUI BV 1KG ROCHAMB,839757,1,MEAT_SPECIAL_HANDLING-10-29-C1-2,33,198,36,216,0,0,-3,-18
"MC SAUCE PIZZA   4/4,835011,1,""MEAT_SPECIAL_HANDLING-9-10-B1-1,MEAT_SPECIAL_HANDLING-11-18-A2-1"",-1,-6,2,12,0,0,-3,-18"
BADOIT VERT 1L PET,397304,1,MEAT_SPECIAL_HANDLING-3-14-A1-3,5,30,8,48,0,0,-3,-18
"VDF BLC PREJUGES 75CL,888227,1,""MEAT_SPECIAL_HANDLING-8-22-B1-3,MEAT_SPECIAL_HANDLING-9-13-A1-1"",24,144,27,162,0,0,-3,-18"
"ORANGINA JAUN 1.5L,397662,1,""MEAT_SPECIAL_HANDLING-3-11-C1-2,MEAT_SPECIAL_HANDLING-3-13-A1-1,MEAT_SPECIAL_HANDLING-1-19-C1-1,MEAT_SPECIAL_HANDLING-1-35-C1-1"",233,1398,236,1416,0,0,-3,-18"
"ABATILLE GAZ 50CL  PET,396843,1,""IN-1,MEAT_SPECIAL_HANDLING-4-4-C1-1,MEAT_SPECIAL_HANDLING-3-19-A1-2"",534,3204,537,3222,0,0,-3,-18"
SC CARAMEL LAIT 1KG SWEETIES,682351,1,MEAT_SPECIAL_HANDLING-10-32-A3-2,55,55,73,73,0,0,-18,-18
SAL FDC RGE MC PC8 C1 FRFRANCE,30605,1,MEAT_SPECIAL_HANDLING-30-13-A1-2,7,56,9,72,0,0,-2,-16
"TRAVERS PORC X2 S/V VPF,674030,1,""MEAT_SPECIAL_HANDLING-21-20-A1-1,MEAT_SPECIAL_HANDLING-24-8-A1-2"",87.68,87.68,103.66,103.66,0,0,-15.97999999999999,-15.97999999999999"
"CHOCO COUV EXCEL55%PIST SCH5KG,174189,1,""MEAT_SPECIAL_HANDLING-6-36-B1-3,MEAT_SPECIAL_HANDLING-6-25-B1-3"",29,29,44,44,0,0,-15,-15"
"FROMAGE BREBIS BLC 1KG ENV MC,829491,1,""MEAT_SPECIAL_HANDLING-25-15-A2-2,MEAT_SPECIAL_HANDLING-25-15-A2-1"",114.34,114.34,129.34,129.34,0,0,-15,-15"
IGP HERAULT MIL RSE 10L P.BALA,655085,1,MEAT_SPECIAL_HANDLING-2-3-A1-3,18,18,33,33,0,0,-15,-15
CABECOU PERIGORD 35GX15,829701,1,null,-1,-15,0,0,0,0,-1,-15
