Article Name,Article number (MGB),Var,Subsys,Locations,MMS Stock,MMS Stock (1 piece),WMS Stock,WMS Stock (1 piece),Pick qty,Pick qty (1 piece),Difference,Difference (1 piece)
SAN PELL LIMONATA BTE 33CL,396414,1,202734,"MEAT_SPECIAL_HANDLING-2-7-A1-3,MEAT_SPECIAL_HANDLING-1-20-C1-1,MEAT_SPECIAL_HANDLING-1-12-B1-1",60,1440,57,1368,1,24,2,48
VITTEL ARO CIT/CIT VT 50CL,841231,1,248371,"MEAT_SPECIAL_HANDLING-3-17-A1-2,MEAT_SPECIAL_HANDLING-3-19-A1-1,MEAT_SPECIAL_HANDLING-3-19-B1-1",55,1320,52,1248,1,24,2,48
COCA COLA CHERRY VC 33CL,872847,1,282182,MEAT_SPECIAL_HANDLING-1-29-A1-3,11,264,8,192,1,24,2,48
"8.6 ORIGINAL 8,6D 50CL CAN",396487,1,202787,"MEAT_SPECIAL_HANDLING-2-18-A1-2,MEAT_SPECIAL_HANDLING-4-9-B1-1",48,1152,46,1104,0,0,2,48
PROSECCO FRIZ A TORRESI 75CL,885990,1,296786,"MEAT_SPECIAL_HANDLING-8-7-C1-2,MEAT_SPECIAL_HANDLING-8-34-A1-2",138,828,129,774,0,0,9,54
IGT LAMBRUS RGE VALMARONE 75CL,886633,1,297566,"MEAT_SPECIAL_HANDLING-8-18-B1-1,MEAT_SPECIAL_HANDLING-8-34-A1-1",106,636,93,558,2,12,11,66
FENTIMANS GINGER ALE 20CL VP,874760,1,284321,MEAT_SPECIAL_HANDLING-5-29-A4-3,7,168,4,96,0,0,3,72
FUZETEA PECHE BOITE 33CL SLIM,813611,1,220043,"MEAT_SPECIAL_HANDLING-3-7-A1-2,MEAT_SPECIAL_HANDLING-1-15-B1-2,MEAT_SPECIAL_HANDLING-1-22-C1-4",365,8760,351,8424,11,264,3,72
GUERROUA GRIS MIL TOULAL37.5CM,807114,1,215753,MEAT_SPECIAL_HANDLING-8-27-A2-2,8,96,2,24,0,0,6,72
SAN PELL 50CL PET,396835,1,203252,"MEAT_SPECIAL_HANDLING-1-29-B1-1,MEAT_SPECIAL_HANDLING-3-26-B1-2,MEAT_SPECIAL_HANDLING-3-24-C1-2,MEAT_SPECIAL_HANDLING-3-15-A1-2,MEAT_SPECIAL_HANDLING-3-33-A1-1",309,7416,292,7008,14,336,3,72
CHABLIS EMILE DURAND 75CL,875159,1,284738,MEAT_SPECIAL_HANDLING-9-9-B1-2,20,120,8,48,0,0,12,72
ARO HUILE TOURNESOL 10L,877555,1,287398,"MEAT_SPECIAL_HANDLING-5-17-B1-3,MEAT_SPECIAL_HANDLING-7-26-B1-1,MEAT_SPECIAL_HANDLING-6-21-A1-1",203,203,129,129,1,1,73,73
GLACONS 2KG,873436,1,null,null,78,78,0,0,0,0,78,78
IGP GASCOG. SEC MIL 75CL,807678,1,215869,"MEAT_SPECIAL_HANDLING-8-33-A4-3,MEAT_SPECIAL_HANDLING-8-29-B1-3,MEAT_SPECIAL_HANDLING-8-9-C1-1",56,336,41,246,0,0,15,90
SCHWEPPES AGRUM24X25CL PLEIN,633936,1,null,null,96,96,0,0,0,0,96,96
MPRO SAC POUB COULISS 30X50L,819179,1,225661,MEAT_SPECIAL_HANDLING-7-23-A3-1,108,108,5,5,0,0,103,103
MONTELMILRIOJA CRIANZ75CLESP,807404,1,213095,MEAT_SPECIAL_HANDLING-8-5-C1-3,36,216,18,108,0,0,18,108
ABATILLE PLATE 50CL  PET,397279,1,285943,"MEAT_SPECIAL_HANDLING-3-11-B1-1,MEAT_SPECIAL_HANDLING-3-14-B1-1,MEAT_SPECIAL_HANDLING-3-29-A1-1",574,3444,555,3330,1,6,18,108
AVOCAT HASS 203/243g PC18 C1 ISR ISRAEL,762965,1,null,null,6,108,0,0,0,0,6,108
CH FEUILLATE TRADITION BRT 75C,875882,1,null,null,108,108,0,0,0,0,108,108
CARCASSE POULET VRAC FR,819799,1,null,null,108.17,108.17,0,0,0,0,108.17,108.17
RIOBA TONIC PET 1L,399785,1,205863,MEAT_SPECIAL_HANDLING-4-8-A2-3,24,144,3,18,2,12,19,114
